Date,LastTransaction,Max,Min,Avg,%Prom,Amount,BEST,Total
07.11.2024,"2.635,00","2.635,00","2.635,00","2.635,00","-2,98",160,421.600,421.600
06.11.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
05.11.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
04.11.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
01.11.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
31.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
30.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
29.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
28.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
25.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
24.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
22.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
21.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
18.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
17.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
16.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
15.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
14.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
10.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
09.10.2024,"2.716,00",,,"2.716,00","0,00",0,0,0
08.10.2024,"2.716,00","2.716,00","2.716,00","2.716,00","-3,00",70,190.120,190.120
07.10.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
04.10.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
03.10.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
02.10.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
01.10.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
30.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
27.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
26.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
25.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
24.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
23.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
20.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
19.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
18.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
17.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
16.9.2024,"2.800,00",,,"2.800,00","0,00",0,0,0
13.9.2024,"2.800,00","2.800,00","2.800,00","2.800,00","-1,75",40,112.000,112.000
12.9.2024,"2.850,00",,,"2.850,00","0,00",0,0,0
11.9.2024,"2.850,00",,,"2.850,00","0,00",0,0,0
10.9.2024,"2.850,00",,,"2.850,00","0,00",0,0,0
06.9.2024,"2.850,00","2.850,00","2.850,00","2.850,00","0,00",17,48.450,48.450
05.9.2024,"2.850,00",,,"2.850,00","0,00",0,0,0
04.9.2024,"2.850,00",,,"2.850,00","0,00",0,0,0
03.9.2024,"2.850,00","2.850,00","2.850,00","2.850,00","-1,69",50,142.500,142.500
